ProductID,ProductName,Brand,Variety,Factory,Country,SupplierName,UnitsProducedMonthly,UnitsSoldMonthly,UnitPrice,RevenueMonthly,ProductionCost,Profit,StockQuantity,QualityScore
CHC-00139,Coconut White Chocolate Wafer Bar,Auric Chocolate,White,Dubai Factory W,UAE,Global Cocoa Partners,4921,4926,4.47,22019.22,8808.59,13210.63,63,92.2
CHC-00140,Organic Single Origin Chocolate Coated Nuts,Silk Route Chocolate,Organic,Pune Factory K,India,EcoPack Solutions,2397,1950,5.89,11485.5,9492.12,1993.38,694,88.8
CHC-00141,70% Intense Dark Chocolate Coated Nuts,Cacao & Co.,Dark,Cape Town Factory V,South Africa,Global Cocoa Partners,1039,990,4.64,4593.6,2576.72,2016.88,146,89.3
CHC-00142,Almond Crunch Chocolate Drops,Golden Bean Co.,Almond,Abidjan Factory U,Cote d'Ivoire,Alpine Dairy Co.,1342,1116,3.47,3872.52,2590.06,1282.46,393,83.4
CHC-00143,Soft Caramel Core Chocolate Coated Nuts,Bean & Bloom,Caramel,Zurich Factory E,Switzerland,Pacific Sugar Mills,6977,5882,3.62,21292.84,16326.18,4966.66,1136,91.0
CHC-00144,Roasted Almond Chocolate Pralines,Pure Bloom Chocolatiers,Almond,Accra Factory T,Ghana,Meridian Cacao Exchange,5201,4942,3.96,19570.32,10870.09,8700.23,443,80.0
CHC-00145,Single Origin Dark Chocolate Truffle Box,Whisk & Wonder,Dark,Pune Factory K,India,Meridian Cacao Exchange,5873,4634,2.78,12882.52,7928.55,4953.97,1481,89.0
CHC-00146,Stevia Sweetened Sugar-Free Chocolate Filled Bar,Cacao Verde,Sugar-Free,Cologne Factory F,Germany,Meridian Cacao Exchange,5081,5350,4.47,23914.5,11889.54,12024.96,10,98.4
CHC-00147,Espresso Infused Dark Chocolate Coated Nuts,Pure Bloom Chocolatiers,Dark,Cologne Factory F,Germany,Continental Sugar Corp,1520,1300,2.99,3887.0,2508.0,1379.0,510,100.0
CHC-00148,85% Extra Bold Dark Chocolate Wafer Bar,Whisk & Wonder,Dark,Bruges Factory D,Belgium,Amazon Cacao Growers,2480,2240,3.26,7302.4,4290.4,3012.0,433,80.6
CHC-00149,Tropical Mix Fruit & Nut Chocolate Bar,Auric Chocolate,Fruit & Nut,Abidjan Factory U,Cote d'Ivoire,TerraFair Trade Beans,1114,931,4.08,3798.48,2495.36,1303.12,359,91.4
CHC-00150,Coconut Sugar Vegan Dark Chocolate Chips (Baking),Auric Chocolate,Vegan Dark,Abidjan Factory U,Cote d'Ivoire,Andes Bean Exporters,2510,1956,4.37,8547.72,6375.4,2172.32,628,88.3
CHC-00151,Almond Crunch Chocolate Gift Box,Cocoa Bloom,Almond,Osaka Factory M,Japan,Nordic Milk Co.,2898,1851,3.44,6367.44,4028.22,2339.22,1252,85.5
CHC-00152,Single Origin Dark Chocolate Chips (Baking),Rainforest Bloom,Dark,Bruges Factory D,Belgium,Sahara Nut Suppliers,4871,4525,4.59,20769.75,10229.1,10540.65,619,93.4
CHC-00153,Honeycomb Milk Chocolate Truffle Box,Cocoa Bloom,Milk,Sao Paulo Factory P,Brazil,Sahara Nut Suppliers,5136,4836,3.17,15330.12,7293.12,8037.0,389,79.0
CHC-00154,Marzipan Style Almond Chocolate Pralines,Cacao Verde,Almond,Portland Factory A,USA,Sunrise Vanilla Farms,5137,4385,3.36,14733.6,10428.11,4305.49,932,92.0
CHC-00155,Coconut Sugar Vegan Dark Chocolate Chips (Baking),Highland Cacao,Vegan Dark,Lyon Factory G,France,Sahara Nut Suppliers,9521,7565,4.85,36690.25,21517.46,15172.79,2172,81.8
CHC-00156,Plant-Based Classic Vegan Dark Chocolate Filled Bar,Silk Route Chocolate,Vegan Dark,Toronto Factory B,Canada,Sahara Nut Suppliers,10347,9144,3.72,34015.68,19866.24,14149.44,1471,97.3
CHC-00157,Raspberry Swirl White Chocolate Wafer Bar,Copper Kettle Chocolate,White,Oaxaca Factory Z,Mexico,Global Cocoa Partners,2530,2330,2.08,4846.4,2530.0,2316.4,373,90.0
CHC-00158,Classic Sugar-Free Chocolate Filled Bar,Cacao Verde,Sugar-Free,Jakarta Factory O,Indonesia,Andes Bean Exporters,2768,2478,4.76,11795.28,7612.0,4183.28,515,100.0
CHC-00159,70% Intense Dark Chocolate Chips (Baking),Amber Cacao Co.,Dark,Bordeaux Factory D,France,Ivory Cocoa Traders,13583,11177,2.75,30736.75,23498.59,7238.16,2589,96.5
CHC-00160,Marzipan Style Almond Chocolate Filled Bar,Cacao Nomad,Almond,Guayaquil Factory Q,Ecuador,EcoPack Solutions,4277,4005,3.27,13096.35,6757.66,6338.69,292,89.4
CHC-00161,Single Origin Dark Chocolate Chips (Baking),Northstar Confectionery,Dark,Toronto Factory B,Canada,Pacific Sugar Mills,2978,2302,5.4,12430.8,8427.74,4003.06,788,79.0
CHC-00162,Biscuit Milk Chocolate Filled Bar,Cacao Verde,Milk,Antwerp Factory A,Belgium,Sahara Nut Suppliers,15107,12240,2.71,33170.4,19185.89,13984.51,2952,71.3
CHC-00163,Honeycomb Milk Chocolate Coated Nuts,TruffleWorks,Milk,Bruges Factory D,Belgium,Alpine Dairy Co.,4760,4538,3.05,13840.9,8234.8,5606.1,455,89.5
CHC-00164,Diabetic Friendly Sugar-Free Chocolate Coated Nuts,Cocoa Bloom,Sugar-Free,Pune Factory K,India,Ghana Bean Collective,6843,6379,4.88,31129.52,20939.58,10189.94,620,85.9
CHC-00165,Marzipan Style Almond Chocolate Pralines,Ember & Oak,Almond,Oaxaca Factory Z,Mexico,Meridian Cacao Exchange,3248,2866,3.36,9629.76,5813.92,3815.84,654,94.8
CHC-00166,Coconut Sugar Vegan Dark Chocolate Squares,Maison Cacao,Vegan Dark,Osaka Factory M,Japan,Coastal Coconut Co.,6578,6288,3.41,21442.08,12827.1,8614.98,319,82.1
CHC-00167,Bakers Classic Compound Chocolate Coated Nuts,Terra Cacao,Compound,Toronto Factory B,Canada,Heritage Almond Growers,10764,8310,2.12,17617.2,13347.36,4269.84,2626,88.6
CHC-00168,Original Ruby Chocolate Drops,Velvet Cacao,Ruby,Pune Factory K,India,Nordic Milk Co.,1968,1900,4.59,8721.0,5982.72,2738.28,188,83.3
CHC-00169,Diabetic Friendly Sugar-Free Chocolate Bar,Maison Cacao,Sugar-Free,Zurich Factory E,Switzerland,Meridian Cacao Exchange,6569,5564,5.18,28821.52,21677.7,7143.82,1276,90.7
CHC-00170,Sea Salt Caramel Chocolate Pralines,Amber Cacao Co.,Caramel,Bruges Factory D,Belgium,TerraFair Trade Beans,2683,2166,4.89,10591.74,8397.79,2193.95,668,90.5
CHC-00171,Honeycomb Milk Chocolate Drops,Amber Cacao Co.,Milk,Pune Factory K,India,EcoPack Solutions,1387,1106,3.05,3373.3,2760.13,613.17,497,78.0
CHC-00172,Marzipan Style Almond Chocolate Squares,Northstar Confectionery,Almond,Cologne Factory F,Germany,TerraFair Trade Beans,3125,2935,4.32,12679.2,8781.25,3897.95,248,88.1
CHC-00173,Stevia Sweetened Sugar-Free Chocolate Drops,Whisk & Wonder,Sugar-Free,Sao Paulo Factory P,Brazil,Sunrise Vanilla Farms,15565,12696,4.65,59036.4,36733.4,22303.0,2902,95.5
CHC-00174,Honeycomb Milk Chocolate Pralines,Copper Kettle Chocolate,Milk,Bristol Factory H,United Kingdom,Ivory Cocoa Traders,1519,1278,2.88,3680.64,2126.6,1554.04,360,90.7
CHC-00175,Berry Burst Ruby Chocolate Coated Nuts,Pure Bloom Chocolatiers,Ruby,Pune Factory K,India,Ivory Cocoa Traders,2544,2245,5.62,12616.9,8802.24,3814.66,394,96.7
CHC-00176,85% Extra Bold Dark Chocolate Drops,Amber Cacao Co.,Dark,Accra Factory T,Ghana,Global Cocoa Partners,8497,7440,3.82,28420.8,18778.37,9642.43,1278,82.4
CHC-00177,Berry Burst Ruby Chocolate Coated Nuts,Choco Artisan,Ruby,Toronto Factory B,Canada,Global Cocoa Partners,10410,8704,7.95,69196.8,44034.3,25162.5,1875,76.1
CHC-00178,70% Intense Dark Chocolate Squares,Blue Ridge Chocolatiers,Dark,Sao Paulo Factory P,Brazil,Sahara Nut Suppliers,6098,5518,6.49,35811.82,22562.6,13249.22,638,82.6
CHC-00179,Coconut White Chocolate Chips (Baking),Rainforest Bloom,White,Jakarta Factory O,Indonesia,Coastal Coconut Co.,2789,2357,3.56,8390.92,5159.65,3231.27,493,79.8
CHC-00180,Single Origin Dark Chocolate Coated Nuts,Highland Cacao,Dark,Bruges Factory D,Belgium,Coastal Coconut Co.,5052,3683,3.11,11454.13,6719.16,4734.97,1667,99.4
CHC-00181,Classic Milk Chocolate Coated Nuts,Maison Cacao,Milk,Medellin Factory R,Colombia,Ivory Cocoa Traders,1099,1161,3.82,4435.02,2747.5,1687.52,217,88.9
CHC-00182,Lemon Zest White Chocolate Chips (Baking),Noir Origins,White,Zurich Factory E,Switzerland,TerraFair Trade Beans,2892,2531,3.04,7694.24,4453.68,3240.56,559,94.2
CHC-00183,Almond Crunch Chocolate Squares,Sunset Grove Chocolate,Almond,Portland Factory A,USA,EcoPack Solutions,7563,6711,4.7,31541.7,15655.41,15886.29,1050,98.7
CHC-00184,Coconut White Chocolate Coated Nuts,Highland Cacao,White,Cape Town Factory V,South Africa,Heritage Almond Growers,3043,3227,3.82,12327.14,5112.24,7214.9,10,89.6
CHC-00185,Vanilla Bean White Chocolate Coated Nuts,Copper Kettle Chocolate,White,Montreal Factory Y,Canada,Heritage Almond Growers,3192,2920,4.47,13052.4,5905.2,7147.2,539,73.6
CHC-00186,Confectionery Grade Compound Chocolate Drops,Cacao & Co.,Compound,Cape Town Factory V,South Africa,Andes Bean Exporters,4645,3233,1.26,4073.58,3669.55,404.03,1701,72.3
CHC-00187,Roasted Almond Chocolate Drops,Ivory & Cocoa,Almond,Oaxaca Factory Z,Mexico,Alpine Dairy Co.,2517,2356,4.15,9777.4,6493.86,3283.54,408,92.9
CHC-00188,Honeycomb Milk Chocolate Coated Nuts,TruffleWorks,Milk,Bern Factory B,Switzerland,Continental Sugar Corp,2756,2758,3.74,10314.92,4740.32,5574.6,288,93.8
CHC-00189,Marzipan Style Almond Chocolate Gift Box,Cacao Verde,Almond,Hershey Falls Factory X,USA,Amazon Cacao Growers,4250,3392,3.72,12618.24,10370.0,2248.24,987,80.4
CHC-00190,70% Intense Dark Chocolate Gift Box,Noir Origins,Dark,Lyon Factory G,France,Sunrise Vanilla Farms,3238,3535,2.83,10004.05,5990.3,4013.75,10,91.2
CHC-00191,Classic Sugar-Free Chocolate Filled Bar,Blue Ridge Chocolatiers,Sugar-Free,Portland Factory A,USA,Ghana Bean Collective,642,504,4.22,2126.88,1592.16,534.72,332,91.9
CHC-00192,Salted Butter Caramel Chocolate Drops,Wildflower Cacao,Caramel,Abidjan Factory U,Cote d'Ivoire,Ivory Cocoa Traders,2323,1997,3.88,7748.36,5993.34,1755.02,361,88.8
CHC-00193,Lemon Zest White Chocolate Gift Box,Cacao & Co.,White,Bordeaux Factory D,France,Pacific Sugar Mills,6599,5787,4.21,24363.27,15705.62,8657.65,1051,79.0
CHC-00194,Praline Hazelnut Chocolate Filled Bar,Sunset Grove Chocolate,Hazelnut,Bruges Factory D,Belgium,Sahara Nut Suppliers,645,597,4.88,2913.36,1315.8,1597.56,343,96.1
CHC-00195,Almond Crunch Chocolate Chips (Baking),Amber Cacao Co.,Almond,Antwerp Factory A,Belgium,Ivory Cocoa Traders,4819,4484,3.73,16725.32,10890.94,5834.38,477,81.0
CHC-00196,Sea Salt Caramel Chocolate Pralines,Copper Kettle Chocolate,Caramel,Medellin Factory R,Colombia,Meridian Cacao Exchange,1614,1349,4.03,5436.47,3292.56,2143.91,496,91.4
CHC-00197,Citrus Ruby Chocolate Filled Bar,Cacao Nomad,Ruby,Zurich Factory E,Switzerland,Meridian Cacao Exchange,4189,3782,6.42,24280.44,14829.06,9451.38,541,78.0
CHC-00198,Original Ruby Chocolate Wafer Bar,Terra Cacao,Ruby,Montreal Factory Y,Canada,Alpine Dairy Co.,4002,3750,5.88,22050.0,11925.96,10124.04,472,81.8
CHC-00199,Praline Hazelnut Chocolate Wafer Bar,Cocoa Bloom,Hazelnut,Bordeaux Factory D,France,Amazon Cacao Growers,1508,1419,5.59,7932.21,5685.16,2247.05,302,93.6
CHC-00200,Biscuit Milk Chocolate Coated Nuts,Choco Artisan,Milk,Lyon Factory G,France,Ghana Bean Collective,4598,3052,3.58,10926.16,9609.82,1316.34,1628,80.8
CHC-00201,Salted Butter Caramel Chocolate Chips (Baking),Pure Bloom Chocolatiers,Caramel,Pune Factory K,India,Ivory Cocoa Traders,3146,2375,4.69,11138.75,6229.08,4909.67,995,77.1
CHC-00202,Marzipan Style Almond Chocolate Gift Box,Cacao Verde,Almond,Abidjan Factory U,Cote d'Ivoire,Meridian Cacao Exchange,2605,1574,3.26,5131.24,5731.0,-599.76,1168,87.1
CHC-00203,70% Intense Dark Chocolate Drops,Auric Chocolate,Dark,Bruges Factory D,Belgium,Heritage Almond Growers,8393,9232,2.9,26772.8,14939.54,11833.26,10,86.6
CHC-00204,Stevia Sweetened Sugar-Free Chocolate Squares,Amber Cacao Co.,Sugar-Free,Munich Factory C,Germany,Nordic Milk Co.,2960,2622,5.12,13424.64,7962.4,5462.24,546,79.9
CHC-00205,Salted Butter Caramel Chocolate Squares,Cocoa Bloom,Caramel,Lyon Factory G,France,Alpine Dairy Co.,1339,1242,2.79,3465.18,1513.07,1952.11,372,90.3
CHC-00206,Tropical Mix Fruit & Nut Chocolate Gift Box,Ivory & Cocoa,Fruit & Nut,Guadalajara Factory C,Mexico,TerraFair Trade Beans,3392,3278,3.37,11046.86,7360.64,3686.22,241,91.8
CHC-00207,Classic Sugar-Free Chocolate Truffle Box,Cacao & Co.,Sugar-Free,Bruges Factory D,Belgium,Amazon Cacao Growers,7065,7043,3.03,21340.29,9891.0,11449.29,152,89.4
CHC-00208,Value Pack Compound Chocolate Pralines,Cacao & Co.,Compound,Bristol Factory H,United Kingdom,EcoPack Solutions,19553,19876,2.13,42335.88,24441.25,17894.63,10,99.5
CHC-00209,Berry Burst Ruby Chocolate Pralines,Noir Origins,Ruby,Bern Factory B,Switzerland,Nordic Milk Co.,5093,4207,6.13,25788.91,14413.19,11375.72,954,83.9
CHC-00210,Diabetic Friendly Sugar-Free Chocolate Squares,Golden Bean Co.,Sugar-Free,Melbourne Factory N,Australia,Nordic Milk Co.,9259,9242,3.49,32254.58,14258.86,17995.72,151,96.9
CHC-00211,Single Origin Dark Chocolate Squares,Bean & Bloom,Dark,Montreal Factory Y,Canada,TerraFair Trade Beans,3752,3271,4.66,15242.86,11481.12,3761.74,531,87.0
CHC-00212,Gianduja Style Hazelnut Chocolate Gift Box,Amber Cacao Co.,Hazelnut,Bristol Factory H,United Kingdom,Nordic Milk Co.,2698,2274,3.64,8277.36,4964.32,3313.04,637,78.3
CHC-00213,Citrus Ruby Chocolate Bar,Maison Cacao,Ruby,Bristol Factory H,United Kingdom,Ghana Bean Collective,471,426,6.36,2709.36,2030.01,679.35,201,78.7
CHC-00214,Sea Salt Milk Chocolate Pralines,Choco Artisan,Milk,Bern Factory B,Switzerland,Sahara Nut Suppliers,2569,2276,4.04,9195.04,5934.39,3260.65,530,76.8
CHC-00215,Organic Raw Cacao Chocolate Pralines,Whisk & Wonder,Organic,Cape Town Factory V,South Africa,Alpine Dairy Co.,3918,3500,4.44,15540.0,10813.68,4726.32,626,74.1
CHC-00216,Raspberry Swirl White Chocolate Bar,Choco Artisan,White,Guadalajara Factory C,Mexico,Global Cocoa Partners,2893,2632,3.09,8132.88,3674.11,4458.77,396,90.0
CHC-00217,Praline Hazelnut Chocolate Truffle Box,Terra Cacao,Hazelnut,Guadalajara Factory C,Mexico,Meridian Cacao Exchange,3510,3046,4.91,14955.86,7476.3,7479.56,582,75.9
CHC-00218,70% Intense Dark Chocolate Truffle Box,Golden Bean Co.,Dark,Lima Factory S,Peru,Alpine Dairy Co.,1997,1633,3.35,5470.55,2995.5,2475.05,434,85.2
CHC-00219,Tropical Mix Fruit & Nut Chocolate Chips (Baking),Bean & Bloom,Fruit & Nut,Bern Factory B,Switzerland,Nordic Milk Co.,4441,3366,5.15,17334.9,13012.13,4322.77,1259,88.2
CHC-00220,Honeycomb Milk Chocolate Squares,Pure Bloom Chocolatiers,Milk,Hershey Falls Factory X,USA,Ivory Cocoa Traders,914,769,3.24,2491.56,1745.74,745.82,263,85.9
CHC-00221,Diabetic Friendly Sugar-Free Chocolate Pralines,Wildflower Cacao,Sugar-Free,Oaxaca Factory Z,Mexico,Sunrise Vanilla Farms,5106,4053,4.91,19900.23,15522.24,4377.99,1231,93.6
CHC-00222,Berry Burst Ruby Chocolate Wafer Bar,Blue Ridge Chocolatiers,Ruby,Guadalajara Factory C,Mexico,Alpine Dairy Co.,4830,3508,7.84,27502.72,15794.1,11708.62,1361,79.3
CHC-00223,Bakers Classic Compound Chocolate Gift Box,Blue Ridge Chocolatiers,Compound,Melbourne Factory N,Australia,Sahara Nut Suppliers,1803,1677,1.69,2834.13,1640.73,1193.4,390,81.1
CHC-00224,85% Extra Bold Dark Chocolate Wafer Bar,TruffleWorks,Dark,Osaka Factory M,Japan,Amazon Cacao Growers,2321,2382,3.13,7455.66,3806.44,3649.22,27,94.9
CHC-00225,Stevia Sweetened Sugar-Free Chocolate Coated Nuts,Maison Cacao,Sugar-Free,Cologne Factory F,Germany,EcoPack Solutions,4044,3884,5.29,20546.36,12617.28,7929.08,323,94.6
CHC-00226,Coconut White Chocolate Truffle Box,Velvet Cacao,White,Guadalajara Factory C,Mexico,EcoPack Solutions,12803,10054,2.47,24833.38,19204.5,5628.88,2773,86.9
CHC-00227,Plant-Based Classic Vegan Dark Chocolate Gift Box,Pure Bloom Chocolatiers,Vegan Dark,Bern Factory B,Switzerland,Global Cocoa Partners,3035,2597,4.09,10621.73,5007.75,5613.98,476,80.4
CHC-00228,Raspberry Swirl White Chocolate Drops,Bean & Bloom,White,Bern Factory B,Switzerland,Pacific Sugar Mills,2762,3038,4.46,13549.48,5137.32,8412.16,10,82.2
CHC-00229,Cranberry Walnut Fruit & Nut Chocolate Wafer Bar,Northstar Confectionery,Fruit & Nut,Accra Factory T,Ghana,EcoPack Solutions,1312,1282,4.91,6294.62,3463.68,2830.94,204,92.5
CHC-00230,Sea Salt Caramel Chocolate Squares,Blue Ridge Chocolatiers,Caramel,Accra Factory T,Ghana,Global Cocoa Partners,2271,1952,2.66,5192.32,3361.08,1831.24,540,99.7
CHC-00231,Sea Salt Milk Chocolate Pralines,Silk Route Chocolate,Milk,Osaka Factory M,Japan,Sahara Nut Suppliers,3586,3425,3.73,12775.25,8785.7,3989.55,397,82.9
CHC-00232,85% Extra Bold Dark Chocolate Gift Box,Rainforest Bloom,Dark,Antwerp Factory A,Belgium,Meridian Cacao Exchange,6503,5070,6.16,31231.2,22305.29,8925.91,1517,86.2
CHC-00233,Roasted Almond Chocolate Filled Bar,Terra Cacao,Almond,Oaxaca Factory Z,Mexico,Alpine Dairy Co.,4494,3344,3.98,13309.12,9347.52,3961.6,1245,80.7
CHC-00234,Coconut Sugar Vegan Dark Chocolate Drops,Wildflower Cacao,Vegan Dark,Portland Factory A,USA,Andes Bean Exporters,2446,1896,6.03,11432.88,9441.56,1991.32,588,94.8
CHC-00235,Honeycomb Milk Chocolate Squares,Ivory & Cocoa,Milk,Amsterdam Factory I,Netherlands,Amazon Cacao Growers,2288,2496,3.45,8611.2,4072.64,4538.56,10,88.0
CHC-00236,Lemon Zest White Chocolate Coated Nuts,Golden Bean Co.,White,Amsterdam Factory I,Netherlands,Global Cocoa Partners,1191,1036,3.92,4061.12,2370.09,1691.03,202,90.5
CHC-00237,Classic Milk Chocolate Squares,Pure Bloom Chocolatiers,Milk,Abidjan Factory U,Cote d'Ivoire,TerraFair Trade Beans,3825,3949,3.61,14255.89,7803.0,6452.89,10,82.8
CHC-00238,Original Ruby Chocolate Chips (Baking),Cacao & Co.,Ruby,Abidjan Factory U,Cote d'Ivoire,Pacific Sugar Mills,4209,4274,7.62,32567.88,19319.31,13248.57,30,95.8
CHC-00239,85% Extra Bold Dark Chocolate Filled Bar,Velvet Cacao,Dark,Cape Town Factory V,South Africa,EcoPack Solutions,2211,2078,3.99,8291.22,4112.46,4178.76,427,91.1
CHC-00240,Coconut Sugar Vegan Dark Chocolate Bar,Whisk & Wonder,Vegan Dark,Bern Factory B,Switzerland,TerraFair Trade Beans,2954,2617,3.94,10310.98,6498.8,3812.18,609,94.3
CHC-00241,Honeycomb Milk Chocolate Squares,Cocoa Bloom,Milk,Medellin Factory R,Colombia,Coastal Coconut Co.,2353,2272,4.15,9428.8,4870.71,4558.09,325,85.5
CHC-00242,Whole Hazelnut Chocolate Truffle Box,Copper Kettle Chocolate,Hazelnut,Toronto Factory B,Canada,Nordic Milk Co.,4175,3808,3.1,11804.8,5552.75,6252.05,441,83.1
CHC-00243,Coconut Sugar Vegan Dark Chocolate Coated Nuts,Whisk & Wonder,Vegan Dark,Jakarta Factory O,Indonesia,Continental Sugar Corp,3569,2614,4.06,10612.84,8173.01,2439.83,1041,90.0
CHC-00244,Organic Raw Cacao Chocolate Gift Box,TruffleWorks,Organic,Antwerp Factory A,Belgium,Sahara Nut Suppliers,3761,3708,5.02,18614.16,8010.93,10603.23,274,89.4
CHC-00245,Sea Salt Milk Chocolate Wafer Bar,Pure Bloom Chocolatiers,Milk,Amsterdam Factory I,Netherlands,Alpine Dairy Co.,7700,6998,4.08,28551.84,14322.0,14229.84,768,95.9
CHC-00246,Plant-Based Classic Vegan Dark Chocolate Truffle Box,Cacao Verde,Vegan Dark,Bordeaux Factory D,France,Meridian Cacao Exchange,4560,4495,5.52,24812.4,15549.6,9262.8,149,95.7
CHC-00247,Oat Milk Blend Vegan Dark Chocolate Bar,Terra Cacao,Vegan Dark,Jakarta Factory O,Indonesia,Heritage Almond Growers,1341,1118,6.24,6976.32,5283.54,1692.78,347,78.7
CHC-00248,Confectionery Grade Compound Chocolate Gift Box,Noir Origins,Compound,Guayaquil Factory Q,Ecuador,Coastal Coconut Co.,6053,4650,2.31,10741.5,7263.6,3477.9,1458,74.6
CHC-00249,Tropical Mix Fruit & Nut Chocolate Drops,Rainforest Bloom,Fruit & Nut,Sao Paulo Factory P,Brazil,Meridian Cacao Exchange,1018,862,5.42,4672.04,2880.94,1791.1,440,95.9
CHC-00250,Sea Salt Caramel Chocolate Coated Nuts,Golden Bean Co.,Caramel,Abidjan Factory U,Cote d'Ivoire,Continental Sugar Corp,7073,5864,3.76,22048.64,12872.86,9175.78,1249,84.7
CHC-00251,Raisin & Almond Fruit & Nut Chocolate Bar,Copper Kettle Chocolate,Fruit & Nut,Melbourne Factory N,Australia,Ghana Bean Collective,4012,4128,4.42,18245.76,8144.36,10101.4,168,84.5
CHC-00252,70% Intense Dark Chocolate Drops,Cocoa Bloom,Dark,Bordeaux Factory D,France,Continental Sugar Corp,2955,2115,4.98,10532.7,7180.65,3352.05,917,92.3
CHC-00253,Praline Hazelnut Chocolate Pralines,Copper Kettle Chocolate,Hazelnut,Melbourne Factory N,Australia,Alpine Dairy Co.,5154,4959,5.94,29456.46,15771.24,13685.22,368,88.5
CHC-00254,Espresso Infused Dark Chocolate Chips (Baking),Wildflower Cacao,Dark,Lima Factory S,Peru,Meridian Cacao Exchange,3098,2759,4.92,13574.28,8240.68,5333.6,508,87.9
CHC-00255,Sea Salt Caramel Chocolate Gift Box,Amber Cacao Co.,Caramel,Amsterdam Factory I,Netherlands,Heritage Almond Growers,2694,2349,4.01,9419.49,4391.22,5028.27,579,90.7
CHC-00256,Classic Milk Chocolate Gift Box,Cacao Verde,Milk,Pune Factory K,India,Nordic Milk Co.,2374,1911,2.49,4758.39,3513.52,1244.87,520,85.3
CHC-00257,Confectionery Grade Compound Chocolate Coated Nuts,Cacao Verde,Compound,Guadalajara Factory C,Mexico,Ghana Bean Collective,1665,1511,1.41,2130.51,1332.0,798.51,334,86.7
CHC-00258,Sea Salt Milk Chocolate Wafer Bar,Choco Artisan,Milk,Medellin Factory R,Colombia,Andes Bean Exporters,1383,1360,4.07,5535.2,2254.29,3280.91,87,84.5
CHC-00259,85% Extra Bold Dark Chocolate Filled Bar,Cacao & Co.,Dark,Portland Factory A,USA,Alpine Dairy Co.,1806,1571,4.07,6393.97,4316.34,2077.63,350,89.7
CHC-00260,Honeycomb Milk Chocolate Drops,Maison Cacao,Milk,Montreal Factory Y,Canada,Ivory Cocoa Traders,2376,2305,3.69,8505.45,3920.4,4585.05,121,83.8
CHC-00261,Coconut Sugar Vegan Dark Chocolate Coated Nuts,Maison Cacao,Vegan Dark,Zurich Factory E,Switzerland,Heritage Almond Growers,5740,4117,5.45,22437.65,17277.4,5160.25,1774,97.8
CHC-00262,Biscuit Milk Chocolate Drops,Noir Origins,Milk,Oaxaca Factory Z,Mexico,Continental Sugar Corp,2065,1636,4.47,7312.92,5348.35,1964.57,462,90.7
CHC-00263,Roasted Almond Chocolate Coated Nuts,Whisk & Wonder,Almond,Amsterdam Factory I,Netherlands,Coastal Coconut Co.,4876,4548,3.83,17418.84,10239.6,7179.24,557,87.1
CHC-00264,Classic Milk Chocolate Truffle Box,Pure Bloom Chocolatiers,Milk,Oaxaca Factory Z,Mexico,Amazon Cacao Growers,2190,1852,2.63,4870.76,2825.1,2045.66,494,94.5
CHC-00265,Vanilla Bean White Chocolate Squares,Cacao & Co.,White,Jakarta Factory O,Indonesia,Sahara Nut Suppliers,15648,10343,4.31,44578.33,40684.8,3893.53,5571,90.0
CHC-00266,Confectionery Grade Compound Chocolate Wafer Bar,Cocoa Bloom,Compound,Oaxaca Factory Z,Mexico,Pacific Sugar Mills,2119,2168,2.33,5051.44,2648.75,2402.69,250,93.5
CHC-00267,Biscuit Milk Chocolate Coated Nuts,Choco Artisan,Milk,Shanghai Factory L,China,Alpine Dairy Co.,4716,3519,4.44,15624.36,12261.6,3362.76,1404,91.8
CHC-00268,Whole Hazelnut Chocolate Coated Nuts,Choco Artisan,Hazelnut,Lyon Factory G,France,Andes Bean Exporters,3236,3186,3.22,10258.92,6601.44,3657.48,121,78.8
