InventoryID,ProductID,ProductName,WarehouseLocation,StockQuantity,ReorderLevel,LastRestockedDate,StockStatus
INV-000898,CHC-00092,Praline Hazelnut Chocolate Squares,Latin America Distribution Center,129,30,2026-06-05,In Stock
INV-000899,CHC-01197,Espresso Infused Dark Chocolate Wafer Bar,Latin America Distribution Center,399,86,2026-07-21,In Stock
INV-000900,CHC-00395,Espresso Infused Dark Chocolate Gift Box,Middle East & Africa Distribution Center,227,77,2026-07-11,In Stock
INV-000901,CHC-01332,Raisin & Almond Fruit & Nut Chocolate Gift Box,Europe Distribution Center,294,95,2026-07-06,In Stock
INV-000902,CHC-00207,Classic Sugar-Free Chocolate Truffle Box,North America Distribution Center,519,98,2026-06-15,In Stock
INV-000903,CHC-01271,Roasted Almond Chocolate Drops,North America Distribution Center,441,115,2026-07-20,In Stock
INV-000904,CHC-01187,Classic Milk Chocolate Bar,Middle East & Africa Distribution Center,3115,983,2026-06-11,In Stock
INV-000905,CHC-00719,Coconut White Chocolate Truffle Box,Middle East & Africa Distribution Center,2610,482,2026-07-13,In Stock
INV-000906,CHC-01317,Confectionery Grade Compound Chocolate Bar,Asia Pacific Distribution Center,342,58,2026-07-12,In Stock
INV-000907,CHC-00858,85% Extra Bold Dark Chocolate Wafer Bar,Europe Distribution Center,169,45,2026-06-30,In Stock
INV-000908,CHC-00020,Lemon Zest White Chocolate Chips (Baking),Europe Distribution Center,450,105,2026-06-17,In Stock
INV-000909,CHC-00628,Gianduja Style Hazelnut Chocolate Squares,Middle East & Africa Distribution Center,250,59,2026-07-18,In Stock
INV-000910,CHC-01046,Whole Hazelnut Chocolate Pralines,Europe Distribution Center,209,40,2026-06-16,In Stock
INV-000911,CHC-00941,Classic Sugar-Free Chocolate Truffle Box,Europe Distribution Center,287,99,2026-07-21,In Stock
INV-000912,CHC-00199,Praline Hazelnut Chocolate Wafer Bar,Middle East & Africa Distribution Center,576,106,2026-07-09,In Stock
INV-000913,CHC-00839,Cranberry Walnut Fruit & Nut Chocolate Bar,Europe Distribution Center,294,93,2026-07-04,In Stock
INV-000914,CHC-01330,Praline Hazelnut Chocolate Chips (Baking),Latin America Distribution Center,77,15,2026-07-15,In Stock
INV-000915,CHC-01123,Bakers Classic Compound Chocolate Truffle Box,Latin America Distribution Center,144,30,2026-06-29,In Stock
INV-000916,CHC-00683,Praline Hazelnut Chocolate Filled Bar,Latin America Distribution Center,509,162,2026-07-21,In Stock
INV-000917,CHC-01012,Bakers Classic Compound Chocolate Squares,Europe Distribution Center,1033,295,2026-06-30,In Stock
INV-000918,CHC-01144,Cranberry Walnut Fruit & Nut Chocolate Filled Bar,Asia Pacific Distribution Center,856,132,2026-06-23,In Stock
INV-000919,CHC-00661,Sea Salt Caramel Chocolate Truffle Box,Middle East & Africa Distribution Center,628,104,2026-06-08,In Stock
INV-000920,CHC-00532,Bakers Classic Compound Chocolate Coated Nuts,Latin America Distribution Center,1020,161,2026-06-21,In Stock
INV-000921,CHC-00694,Tropical Mix Fruit & Nut Chocolate Drops,Asia Pacific Distribution Center,447,72,2026-07-27,In Stock
INV-000922,CHC-00044,Raspberry Swirl White Chocolate Chips (Baking),North America Distribution Center,209,70,2026-07-04,In Stock
INV-000923,CHC-01004,Cranberry Walnut Fruit & Nut Chocolate Squares,Middle East & Africa Distribution Center,335,89,2026-07-20,In Stock
INV-000924,CHC-00650,Gianduja Style Hazelnut Chocolate Chips (Baking),Europe Distribution Center,487,74,2026-07-20,In Stock
INV-000925,CHC-00642,Sea Salt Milk Chocolate Squares,Asia Pacific Distribution Center,179,51,2026-07-17,In Stock
INV-000926,CHC-01179,Single Origin Dark Chocolate Filled Bar,Europe Distribution Center,249,54,2026-07-17,In Stock
INV-000927,CHC-01112,Berry Burst Ruby Chocolate Chips (Baking),North America Distribution Center,407,83,2026-07-20,In Stock
INV-000928,CHC-00341,Organic Single Origin Chocolate Squares,Europe Distribution Center,426,83,2026-06-26,In Stock
INV-000929,CHC-00760,Raspberry Swirl White Chocolate Bar,Latin America Distribution Center,935,255,2026-06-18,In Stock
INV-000930,CHC-00190,70% Intense Dark Chocolate Gift Box,Middle East & Africa Distribution Center,879,275,2026-06-15,In Stock
INV-000931,CHC-01219,Espresso Infused Dark Chocolate Squares,Europe Distribution Center,505,105,2026-06-16,In Stock
INV-000932,CHC-01215,Sea Salt Caramel Chocolate Squares,Asia Pacific Distribution Center,1615,534,2026-07-18,In Stock
INV-000933,CHC-00528,Single Origin Dark Chocolate Chips (Baking),Europe Distribution Center,495,128,2026-06-30,In Stock
INV-000934,CHC-01207,Confectionery Grade Compound Chocolate Gift Box,Latin America Distribution Center,942,202,2026-08-01,In Stock
INV-000935,CHC-00999,Single Origin Dark Chocolate Coated Nuts,Europe Distribution Center,1746,397,2026-07-23,In Stock
INV-000936,CHC-00857,Biscuit Milk Chocolate Drops,Europe Distribution Center,201,48,2026-07-29,In Stock
INV-000937,CHC-00604,Roasted Almond Chocolate Chips (Baking),Europe Distribution Center,253,72,2026-07-20,In Stock
INV-000938,CHC-01486,Classic Sugar-Free Chocolate Bar,Europe Distribution Center,219,50,2026-07-28,In Stock
INV-000939,CHC-00055,Classic Milk Chocolate Drops,Europe Distribution Center,432,94,2026-07-10,In Stock
INV-000940,CHC-00239,85% Extra Bold Dark Chocolate Filled Bar,Asia Pacific Distribution Center,290,85,2026-07-20,In Stock
INV-000941,CHC-00362,Whole Hazelnut Chocolate Pralines,North America Distribution Center,148,26,2026-06-19,In Stock
INV-000942,CHC-01343,Gianduja Style Hazelnut Chocolate Drops,Europe Distribution Center,549,155,2026-06-07,In Stock
INV-000943,CHC-00169,Diabetic Friendly Sugar-Free Chocolate Bar,Europe Distribution Center,218,66,2026-07-08,In Stock
INV-000944,CHC-00218,70% Intense Dark Chocolate Truffle Box,Latin America Distribution Center,231,74,2026-07-10,In Stock
INV-000945,CHC-00625,Single Origin Dark Chocolate Gift Box,Europe Distribution Center,399,118,2026-07-22,In Stock
INV-000946,CHC-01459,Roasted Almond Chocolate Drops,North America Distribution Center,470,90,2026-07-13,In Stock
INV-000947,CHC-00091,Sea Salt Caramel Chocolate Bar,Latin America Distribution Center,630,123,2026-07-12,In Stock
INV-000948,CHC-01484,Almond Crunch Chocolate Truffle Box,Europe Distribution Center,152,28,2026-07-05,In Stock
INV-000949,CHC-00833,Cranberry Walnut Fruit & Nut Chocolate Drops,Europe Distribution Center,524,128,2026-06-19,In Stock
INV-000950,CHC-00947,Citrus Ruby Chocolate Bar,Europe Distribution Center,381,85,2026-06-28,In Stock
INV-000951,CHC-01493,Bakers Classic Compound Chocolate Wafer Bar,Europe Distribution Center,190,36,2026-07-04,In Stock
INV-000952,CHC-01078,Original Ruby Chocolate Truffle Box,Latin America Distribution Center,1531,339,2026-07-06,In Stock
INV-000953,CHC-01305,Biscuit Milk Chocolate Pralines,Europe Distribution Center,678,126,2026-07-07,In Stock
INV-000954,CHC-00504,Soft Caramel Core Chocolate Wafer Bar,Latin America Distribution Center,1173,295,2026-07-10,In Stock
INV-000955,CHC-00661,Sea Salt Caramel Chocolate Truffle Box,Europe Distribution Center,532,142,2026-07-09,In Stock
INV-000956,CHC-01407,Tropical Mix Fruit & Nut Chocolate Truffle Box,Europe Distribution Center,202,47,2026-07-28,In Stock
INV-000957,CHC-00357,Lemon Zest White Chocolate Drops,North America Distribution Center,303,93,2026-07-10,In Stock
INV-000958,CHC-00814,Honeycomb Milk Chocolate Truffle Box,Asia Pacific Distribution Center,585,185,2026-07-14,In Stock
INV-000959,CHC-00808,Raspberry Swirl White Chocolate Filled Bar,Asia Pacific Distribution Center,230,44,2026-06-14,In Stock
INV-000960,CHC-00344,Espresso Infused Dark Chocolate Squares,Latin America Distribution Center,588,148,2026-06-21,In Stock
INV-000961,CHC-01496,Sea Salt Caramel Chocolate Wafer Bar,Europe Distribution Center,470,151,2026-07-05,In Stock
INV-000962,CHC-00151,Almond Crunch Chocolate Gift Box,Europe Distribution Center,825,212,2026-07-21,In Stock
INV-000963,CHC-01316,Honeycomb Milk Chocolate Drops,Middle East & Africa Distribution Center,252,77,2026-07-08,In Stock
INV-000964,CHC-01446,70% Intense Dark Chocolate Filled Bar,Europe Distribution Center,91,16,2026-07-27,In Stock
INV-000965,CHC-00828,Soft Caramel Core Chocolate Squares,Middle East & Africa Distribution Center,254,46,2026-06-29,In Stock
INV-000966,CHC-00690,Single Origin Dark Chocolate Truffle Box,Europe Distribution Center,739,210,2026-07-27,In Stock
INV-000967,CHC-01068,Vanilla Bean White Chocolate Filled Bar,Latin America Distribution Center,547,187,2026-06-15,In Stock
INV-000968,CHC-00815,Honeycomb Milk Chocolate Chips (Baking),Asia Pacific Distribution Center,175,46,2026-06-13,In Stock
INV-000969,CHC-00973,Organic Raw Cacao Chocolate Gift Box,Latin America Distribution Center,1007,254,2026-07-30,In Stock
INV-000970,CHC-00729,Roasted Almond Chocolate Gift Box,Europe Distribution Center,367,104,2026-07-22,In Stock
INV-000971,CHC-00245,Sea Salt Milk Chocolate Wafer Bar,North America Distribution Center,406,119,2026-07-08,In Stock
INV-000972,CHC-00187,Roasted Almond Chocolate Drops,North America Distribution Center,589,175,2026-07-18,In Stock
INV-000973,CHC-00813,Lemon Zest White Chocolate Filled Bar,Middle East & Africa Distribution Center,1615,404,2026-06-07,In Stock
INV-000974,CHC-01059,Confectionery Grade Compound Chocolate Truffle Box,Middle East & Africa Distribution Center,350,113,2026-07-19,In Stock
INV-000975,CHC-01135,Praline Hazelnut Chocolate Truffle Box,Europe Distribution Center,68,16,2026-06-09,In Stock
INV-000976,CHC-00200,Biscuit Milk Chocolate Coated Nuts,North America Distribution Center,1017,277,2026-07-26,In Stock
INV-000977,CHC-01256,Sea Salt Caramel Chocolate Pralines,Middle East & Africa Distribution Center,208,60,2026-06-26,In Stock
INV-000978,CHC-00441,Lemon Zest White Chocolate Coated Nuts,Latin America Distribution Center,320,70,2026-06-07,In Stock
INV-000979,CHC-00177,Berry Burst Ruby Chocolate Coated Nuts,Europe Distribution Center,1120,300,2026-07-02,In Stock
INV-000980,CHC-00431,Salted Butter Caramel Chocolate Coated Nuts,Europe Distribution Center,267,53,2026-07-02,In Stock
INV-000981,CHC-00596,Sea Salt Caramel Chocolate Filled Bar,North America Distribution Center,294,90,2026-07-18,In Stock
INV-000982,CHC-01394,Citrus Ruby Chocolate Squares,Latin America Distribution Center,206,63,2026-07-12,In Stock
INV-000983,CHC-01202,85% Extra Bold Dark Chocolate Coated Nuts,Latin America Distribution Center,541,141,2026-07-31,In Stock
INV-000984,CHC-00067,Honeycomb Milk Chocolate Squares,Asia Pacific Distribution Center,380,105,2026-06-23,In Stock
INV-000985,CHC-00190,70% Intense Dark Chocolate Gift Box,Europe Distribution Center,130,41,2026-07-24,In Stock
INV-000986,CHC-00388,Praline Hazelnut Chocolate Chips (Baking),North America Distribution Center,1517,244,2026-07-29,In Stock
INV-000987,CHC-00441,Lemon Zest White Chocolate Coated Nuts,Latin America Distribution Center,2380,826,2026-07-14,In Stock
INV-000988,CHC-01006,Raspberry Swirl White Chocolate Filled Bar,Europe Distribution Center,275,90,2026-07-20,In Stock
INV-000989,CHC-01333,Organic Raw Cacao Chocolate Pralines,Europe Distribution Center,327,83,2026-07-02,In Stock
INV-000990,CHC-00797,70% Intense Dark Chocolate Coated Nuts,Asia Pacific Distribution Center,1176,240,2026-07-03,In Stock
INV-000991,CHC-00478,Value Pack Compound Chocolate Squares,Middle East & Africa Distribution Center,281,85,2026-07-19,In Stock
INV-000992,CHC-01379,Sea Salt Milk Chocolate Chips (Baking),Asia Pacific Distribution Center,303,66,2026-07-31,In Stock
INV-000993,CHC-01278,Organic Single Origin Chocolate Truffle Box,Europe Distribution Center,126,35,2026-07-29,In Stock
INV-000994,CHC-01058,Vanilla Bean White Chocolate Coated Nuts,Middle East & Africa Distribution Center,504,145,2026-06-22,In Stock
INV-000995,CHC-00967,Raspberry Swirl White Chocolate Pralines,Europe Distribution Center,418,131,2026-06-10,In Stock
INV-000996,CHC-00802,Single Origin Dark Chocolate Gift Box,Asia Pacific Distribution Center,734,253,2026-07-19,In Stock
INV-000997,CHC-00842,Oat Milk Blend Vegan Dark Chocolate Drops,Europe Distribution Center,160,42,2026-06-24,In Stock
INV-000998,CHC-00504,Soft Caramel Core Chocolate Wafer Bar,Middle East & Africa Distribution Center,1197,320,2026-07-05,In Stock
INV-000999,CHC-01481,Cranberry Walnut Fruit & Nut Chocolate Truffle Box,Europe Distribution Center,290,95,2026-07-24,In Stock
INV-001000,CHC-01422,Confectionery Grade Compound Chocolate Drops,North America Distribution Center,1047,240,2026-06-05,In Stock
INV-001001,CHC-00642,Sea Salt Milk Chocolate Squares,Middle East & Africa Distribution Center,498,89,2026-07-20,In Stock
INV-001002,CHC-00268,Whole Hazelnut Chocolate Coated Nuts,North America Distribution Center,826,210,2026-07-18,In Stock
INV-001003,CHC-01397,85% Extra Bold Dark Chocolate Filled Bar,Europe Distribution Center,214,50,2026-06-24,In Stock
INV-001004,CHC-00080,Honeycomb Milk Chocolate Bar,Europe Distribution Center,2489,485,2026-06-13,In Stock
INV-001005,CHC-00697,Salted Butter Caramel Chocolate Filled Bar,Asia Pacific Distribution Center,277,63,2026-07-28,In Stock
INV-001006,CHC-00965,Espresso Infused Dark Chocolate Drops,Latin America Distribution Center,275,47,2026-06-09,In Stock
INV-001007,CHC-00509,85% Extra Bold Dark Chocolate Chips (Baking),Asia Pacific Distribution Center,159,26,2026-07-22,In Stock
INV-001008,CHC-00699,Sea Salt Caramel Chocolate Wafer Bar,Asia Pacific Distribution Center,1373,318,2026-07-04,In Stock
INV-001009,CHC-00187,Roasted Almond Chocolate Drops,North America Distribution Center,607,109,2026-07-28,In Stock
INV-001010,CHC-00977,Single Origin Dark Chocolate Chips (Baking),Europe Distribution Center,309,98,2026-07-18,In Stock
INV-001011,CHC-00069,Sea Salt Milk Chocolate Pralines,Asia Pacific Distribution Center,176,40,2026-06-08,In Stock
INV-001012,CHC-00009,Confectionery Grade Compound Chocolate Drops,Latin America Distribution Center,528,106,2026-07-25,In Stock
INV-001013,CHC-01309,Vanilla Bean White Chocolate Truffle Box,Europe Distribution Center,351,99,2026-06-06,In Stock
INV-001014,CHC-00046,Plant-Based Classic Vegan Dark Chocolate Filled Bar,Europe Distribution Center,150,50,2026-08-02,In Stock
INV-001015,CHC-00493,Soft Caramel Core Chocolate Bar,Latin America Distribution Center,717,125,2026-07-11,In Stock
INV-001016,CHC-00048,Citrus Ruby Chocolate Filled Bar,Europe Distribution Center,1159,259,2026-06-22,In Stock
INV-001017,CHC-00379,Biscuit Milk Chocolate Gift Box,North America Distribution Center,809,129,2026-06-18,In Stock
INV-001018,CHC-01128,Honeycomb Milk Chocolate Gift Box,Europe Distribution Center,598,174,2026-07-27,In Stock
INV-001019,CHC-00981,Classic Milk Chocolate Truffle Box,Middle East & Africa Distribution Center,168,51,2026-07-05,In Stock
INV-001020,CHC-01393,Bakers Classic Compound Chocolate Wafer Bar,Middle East & Africa Distribution Center,588,120,2026-07-25,In Stock
INV-001021,CHC-00531,Bakers Classic Compound Chocolate Bar,Europe Distribution Center,341,108,2026-06-28,In Stock
INV-001022,CHC-00262,Biscuit Milk Chocolate Drops,Europe Distribution Center,645,225,2026-06-28,In Stock
INV-001023,CHC-00314,Marzipan Style Almond Chocolate Gift Box,North America Distribution Center,445,98,2026-06-14,In Stock
INV-001024,CHC-00465,Diabetic Friendly Sugar-Free Chocolate Wafer Bar,Europe Distribution Center,440,68,2026-07-16,In Stock
INV-001025,CHC-00644,Almond Crunch Chocolate Truffle Box,North America Distribution Center,483,102,2026-07-01,In Stock
INV-001026,CHC-00425,Almond Crunch Chocolate Chips (Baking),Europe Distribution Center,506,129,2026-06-19,In Stock
INV-001027,CHC-00792,Lemon Zest White Chocolate Wafer Bar,Europe Distribution Center,477,107,2026-07-05,In Stock
INV-001028,CHC-00085,Classic Milk Chocolate Bar,Middle East & Africa Distribution Center,554,155,2026-07-13,In Stock
INV-001029,CHC-00519,Cranberry Walnut Fruit & Nut Chocolate Pralines,North America Distribution Center,590,127,2026-06-07,In Stock
INV-001030,CHC-01334,85% Extra Bold Dark Chocolate Coated Nuts,Asia Pacific Distribution Center,241,69,2026-07-14,In Stock
INV-001031,CHC-01147,Confectionery Grade Compound Chocolate Gift Box,Middle East & Africa Distribution Center,196,61,2026-08-02,In Stock
INV-001032,CHC-00960,70% Intense Dark Chocolate Filled Bar,Europe Distribution Center,1584,358,2026-06-29,In Stock
INV-001033,CHC-00247,Oat Milk Blend Vegan Dark Chocolate Bar,Europe Distribution Center,332,72,2026-06-14,In Stock
INV-001034,CHC-01285,85% Extra Bold Dark Chocolate Wafer Bar,Asia Pacific Distribution Center,431,92,2026-07-17,In Stock
INV-001035,CHC-00693,Espresso Infused Dark Chocolate Filled Bar,Latin America Distribution Center,447,128,2026-06-14,In Stock
INV-001036,CHC-01036,Honeycomb Milk Chocolate Truffle Box,Europe Distribution Center,184,54,2026-07-20,In Stock
INV-001037,CHC-01029,Original Ruby Chocolate Bar,Middle East & Africa Distribution Center,939,182,2026-06-07,In Stock
INV-001038,CHC-00696,85% Extra Bold Dark Chocolate Coated Nuts,Europe Distribution Center,542,187,2026-07-16,In Stock
INV-001039,CHC-00182,Lemon Zest White Chocolate Chips (Baking),North America Distribution Center,171,44,2026-07-06,In Stock
INV-001040,CHC-00243,Coconut Sugar Vegan Dark Chocolate Coated Nuts,Asia Pacific Distribution Center,273,71,2026-06-21,In Stock
INV-001041,CHC-01086,Honeycomb Milk Chocolate Filled Bar,Asia Pacific Distribution Center,583,88,2026-07-10,In Stock
INV-001042,CHC-00481,Honeycomb Milk Chocolate Pralines,North America Distribution Center,520,84,2026-06-12,In Stock
INV-001043,CHC-00229,Cranberry Walnut Fruit & Nut Chocolate Wafer Bar,Middle East & Africa Distribution Center,260,68,2026-07-19,In Stock
INV-001044,CHC-01079,Organic Fair-Trade Chocolate Squares,North America Distribution Center,299,97,2026-07-12,In Stock
INV-001045,CHC-00113,Biscuit Milk Chocolate Gift Box,Europe Distribution Center,588,127,2026-06-11,In Stock
INV-001046,CHC-00632,Honeycomb Milk Chocolate Bar,Asia Pacific Distribution Center,169,54,2026-07-01,In Stock
INV-001047,CHC-00237,Classic Milk Chocolate Squares,Latin America Distribution Center,384,113,2026-06-09,In Stock
INV-001048,CHC-01488,Coconut White Chocolate Squares,North America Distribution Center,915,299,2026-07-31,In Stock
INV-001049,CHC-00306,Organic Single Origin Chocolate Filled Bar,Europe Distribution Center,380,74,2026-06-28,In Stock
INV-001050,CHC-00384,Bakers Classic Compound Chocolate Gift Box,Asia Pacific Distribution Center,377,60,2026-06-28,In Stock
INV-001051,CHC-00248,Confectionery Grade Compound Chocolate Gift Box,Middle East & Africa Distribution Center,1259,395,2026-07-15,In Stock
INV-001052,CHC-01309,Vanilla Bean White Chocolate Truffle Box,Europe Distribution Center,726,118,2026-06-22,In Stock
INV-001053,CHC-00981,Classic Milk Chocolate Truffle Box,North America Distribution Center,103,31,2026-07-16,In Stock
INV-001054,CHC-01067,85% Extra Bold Dark Chocolate Chips (Baking),Europe Distribution Center,220,39,2026-07-20,In Stock
INV-001055,CHC-00538,Sea Salt Milk Chocolate Truffle Box,Europe Distribution Center,214,38,2026-07-27,In Stock
INV-001056,CHC-00937,Citrus Ruby Chocolate Gift Box,Europe Distribution Center,1300,438,2026-07-21,In Stock
INV-001057,CHC-00694,Tropical Mix Fruit & Nut Chocolate Drops,Europe Distribution Center,1295,436,2026-07-07,In Stock
INV-001058,CHC-01149,Classic Milk Chocolate Truffle Box,Europe Distribution Center,357,55,2026-06-09,In Stock
INV-001059,CHC-00174,Honeycomb Milk Chocolate Pralines,Middle East & Africa Distribution Center,130,29,2026-07-12,In Stock
INV-001060,CHC-01472,Honeycomb Milk Chocolate Truffle Box,Asia Pacific Distribution Center,465,149,2026-07-17,In Stock
INV-001061,CHC-00022,Classic Milk Chocolate Truffle Box,Asia Pacific Distribution Center,789,236,2026-06-10,In Stock
INV-001062,CHC-00579,70% Intense Dark Chocolate Pralines,Europe Distribution Center,3153,840,2026-07-13,In Stock
INV-001063,CHC-00371,Soft Caramel Core Chocolate Pralines,Europe Distribution Center,259,76,2026-06-26,In Stock
INV-001064,CHC-00530,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Europe Distribution Center,524,133,2026-07-20,In Stock
INV-001065,CHC-01471,Lemon Zest White Chocolate Wafer Bar,Middle East & Africa Distribution Center,372,60,2026-07-06,In Stock
INV-001066,CHC-01031,Gianduja Style Hazelnut Chocolate Gift Box,Europe Distribution Center,113,32,2026-06-24,In Stock
INV-001067,CHC-00595,Single Origin Dark Chocolate Gift Box,Asia Pacific Distribution Center,595,90,2026-06-17,In Stock
INV-001068,CHC-00257,Confectionery Grade Compound Chocolate Coated Nuts,Asia Pacific Distribution Center,401,106,2026-06-17,In Stock
INV-001069,CHC-00967,Raspberry Swirl White Chocolate Pralines,Middle East & Africa Distribution Center,549,149,2026-06-14,In Stock
INV-001070,CHC-01005,85% Extra Bold Dark Chocolate Filled Bar,North America Distribution Center,1259,254,2026-08-01,In Stock
INV-001071,CHC-01321,Sea Salt Caramel Chocolate Wafer Bar,Europe Distribution Center,91,22,2026-07-30,In Stock
INV-001072,CHC-00204,Stevia Sweetened Sugar-Free Chocolate Squares,Asia Pacific Distribution Center,86,13,2026-08-01,In Stock
INV-001073,CHC-00728,Organic Raw Cacao Chocolate Filled Bar,Asia Pacific Distribution Center,342,66,2026-07-23,In Stock
INV-001074,CHC-01387,Praline Hazelnut Chocolate Coated Nuts,North America Distribution Center,542,170,2026-07-26,In Stock
INV-001075,CHC-00419,Sea Salt Caramel Chocolate Truffle Box,Europe Distribution Center,648,220,2026-06-22,In Stock
INV-001076,CHC-01049,Lemon Zest White Chocolate Squares,North America Distribution Center,144,29,2026-06-20,In Stock
INV-001077,CHC-01286,Espresso Infused Dark Chocolate Drops,Europe Distribution Center,317,90,2026-06-07,In Stock
INV-001078,CHC-00431,Salted Butter Caramel Chocolate Coated Nuts,Middle East & Africa Distribution Center,1201,192,2026-06-29,In Stock
INV-001079,CHC-00487,Tropical Mix Fruit & Nut Chocolate Truffle Box,North America Distribution Center,211,54,2026-06-22,In Stock
INV-001080,CHC-00593,Soft Caramel Core Chocolate Wafer Bar,Asia Pacific Distribution Center,199,55,2026-06-29,In Stock
INV-001081,CHC-00777,Sea Salt Milk Chocolate Coated Nuts,North America Distribution Center,1359,396,2026-07-30,In Stock
INV-001082,CHC-00643,Confectionery Grade Compound Chocolate Pralines,Latin America Distribution Center,372,127,2026-06-15,In Stock
INV-001083,CHC-00737,Sea Salt Caramel Chocolate Coated Nuts,Latin America Distribution Center,57,14,2026-07-21,In Stock
INV-001084,CHC-00522,Biscuit Milk Chocolate Chips (Baking),Asia Pacific Distribution Center,576,187,2026-06-08,In Stock
INV-001085,CHC-01331,Single Origin Dark Chocolate Drops,North America Distribution Center,62,16,2026-07-13,In Stock
INV-001086,CHC-00105,70% Intense Dark Chocolate Chips (Baking),North America Distribution Center,154,26,2026-08-02,In Stock
INV-001087,CHC-00156,Plant-Based Classic Vegan Dark Chocolate Filled Bar,Latin America Distribution Center,117,18,2026-06-28,In Stock
INV-001088,CHC-01315,Almond Crunch Chocolate Drops,Asia Pacific Distribution Center,630,167,2026-07-10,In Stock
INV-001089,CHC-00688,Raspberry Swirl White Chocolate Bar,Latin America Distribution Center,236,43,2026-07-18,In Stock
INV-001090,CHC-01128,Honeycomb Milk Chocolate Gift Box,Europe Distribution Center,208,39,2026-06-15,In Stock
INV-001091,CHC-00160,Marzipan Style Almond Chocolate Filled Bar,North America Distribution Center,222,56,2026-08-02,In Stock
INV-001092,CHC-01053,Berry Burst Ruby Chocolate Gift Box,Europe Distribution Center,875,210,2026-07-24,In Stock
INV-001093,CHC-00168,Original Ruby Chocolate Drops,Europe Distribution Center,256,50,2026-06-14,In Stock
INV-001094,CHC-01437,Almond Crunch Chocolate Pralines,Middle East & Africa Distribution Center,181,38,2026-07-10,In Stock
INV-001095,CHC-01479,Sea Salt Milk Chocolate Coated Nuts,North America Distribution Center,363,106,2026-06-17,In Stock
INV-001096,CHC-00161,Single Origin Dark Chocolate Chips (Baking),Europe Distribution Center,449,92,2026-07-31,In Stock
INV-001097,CHC-01105,Biscuit Milk Chocolate Wafer Bar,Asia Pacific Distribution Center,775,147,2026-07-05,In Stock
INV-001098,CHC-00326,Roasted Almond Chocolate Chips (Baking),Asia Pacific Distribution Center,186,58,2026-06-27,In Stock
INV-001099,CHC-00842,Oat Milk Blend Vegan Dark Chocolate Drops,Latin America Distribution Center,2051,501,2026-07-16,In Stock
INV-001100,CHC-01388,70% Intense Dark Chocolate Filled Bar,Latin America Distribution Center,1338,430,2026-07-05,In Stock
INV-001101,CHC-00786,Cranberry Walnut Fruit & Nut Chocolate Drops,North America Distribution Center,379,98,2026-07-16,In Stock
INV-001102,CHC-00825,85% Extra Bold Dark Chocolate Gift Box,Middle East & Africa Distribution Center,105,36,2026-06-29,In Stock
INV-001103,CHC-00949,Tropical Mix Fruit & Nut Chocolate Squares,Middle East & Africa Distribution Center,563,157,2026-07-18,In Stock
INV-001104,CHC-00332,Whole Hazelnut Chocolate Bar,Europe Distribution Center,483,121,2026-06-17,In Stock
INV-001105,CHC-00117,Sea Salt Caramel Chocolate Filled Bar,Asia Pacific Distribution Center,326,102,2026-06-20,In Stock
INV-001106,CHC-00695,Diabetic Friendly Sugar-Free Chocolate Drops,Asia Pacific Distribution Center,139,32,2026-07-05,In Stock
INV-001107,CHC-00173,Stevia Sweetened Sugar-Free Chocolate Drops,Europe Distribution Center,670,136,2026-06-29,In Stock
INV-001108,CHC-00387,Original Ruby Chocolate Bar,Latin America Distribution Center,926,217,2026-07-09,In Stock
INV-001109,CHC-00577,Tropical Mix Fruit & Nut Chocolate Bar,North America Distribution Center,1121,345,2026-07-04,In Stock
INV-001110,CHC-00177,Berry Burst Ruby Chocolate Coated Nuts,Europe Distribution Center,124,25,2026-07-07,In Stock
INV-001111,CHC-00770,Stevia Sweetened Sugar-Free Chocolate Squares,Latin America Distribution Center,563,130,2026-07-09,In Stock
INV-001112,CHC-00642,Sea Salt Milk Chocolate Squares,North America Distribution Center,2298,351,2026-07-11,In Stock
INV-001113,CHC-00645,85% Extra Bold Dark Chocolate Filled Bar,Asia Pacific Distribution Center,256,69,2026-07-02,In Stock
INV-001114,CHC-00332,Whole Hazelnut Chocolate Bar,Asia Pacific Distribution Center,1603,529,2026-07-19,In Stock
INV-001115,CHC-01158,Almond Crunch Chocolate Chips (Baking),Europe Distribution Center,309,65,2026-07-07,In Stock
INV-001116,CHC-00101,Biscuit Milk Chocolate Gift Box,Middle East & Africa Distribution Center,239,52,2026-07-08,In Stock
INV-001117,CHC-00658,Whole Hazelnut Chocolate Wafer Bar,Asia Pacific Distribution Center,429,84,2026-07-30,In Stock
INV-001118,CHC-01066,Honeycomb Milk Chocolate Truffle Box,Latin America Distribution Center,288,55,2026-07-24,In Stock
INV-001119,CHC-01132,Coconut White Chocolate Bar,Middle East & Africa Distribution Center,1719,314,2026-06-17,In Stock
INV-001120,CHC-01190,Classic Sugar-Free Chocolate Chips (Baking),Europe Distribution Center,776,218,2026-06-06,In Stock
INV-001121,CHC-00040,Confectionery Grade Compound Chocolate Coated Nuts,Middle East & Africa Distribution Center,428,133,2026-07-22,In Stock
INV-001122,CHC-00856,Sea Salt Caramel Chocolate Truffle Box,Middle East & Africa Distribution Center,501,160,2026-06-27,In Stock
INV-001123,CHC-00549,Sea Salt Caramel Chocolate Gift Box,Europe Distribution Center,702,180,2026-07-07,In Stock
